Length,Width,Area,Perimeter,Roughness,TextureVariance,Compactness,Symmetry,Curvature,Elongation,SurfaceDefectDensity,EdgeSharpness,fault
3.496609418866277,-1.270259208677626,0.529971925720365,-0.38495151190414034,2.053613961665667,0.2156811051132883,0.9390443692694539,2.635382475298295,-0.008898252807794771,-0.8794928094299472,-1.819070903303825,1.9648410738469304,0
2.9512830120641427,2.1606758386925327,6.18933356563253,-0.5738125029200232,2.349570221379559,1.5498589935801692,-0.24978098518261863,1.618216234799408,1.7186781327967777,0.5894940093676687,-2.2299350065263805,-3.2048630753920415,0
-2.4732180349370974,0.29077142973842807,-2.7384595361222224,-0.3621284299220654,-2.1821969032941015,-0.11839969554482288,0.17226275820031747,1.475251321831817,-1.9807315233208018,-1.2279798113777027,1.1761212531384206,-1.4590651285773781,1
-0.9529439093996026,-0.9402933056860769,-0.21871445734777017,-0.45417657403082834,-1.0165416287838807,1.327468476046663,-1.4386739973910116,-1.8863877222247725,-1.760103194059731,1.247055147453663,2.005955083564696,0.12750784394129733,0
0.9666618862775231,1.3102935524751,0.4176913625005174,0.5944260630861431,0.6652630427772519,-0.5830755094032467,-0.46014317069683713,0.8815636478205834,-2.6172223152188723,0.091831819011613,0.5374205573872726,-2.2182335689879666,0
-1.949674730043755,0.11806792655113907,0.5440856693857155,0.04674252803897039,-3.013033430466184,-1.8267261090751759,-0.924357635084304,0.09675069442618911,-4.153167559426489,0.3685833404780923,3.522887244056481,-6.681310436602038,1
-1.8254125764012334,0.32867526582409334,0.03160082126529118,-2.221237426339165,3.865926586893308,-3.8589296646022047,1.642011993640754,1.4352412439946542,-2.210324255476048,-1.1483100513690894,-2.5416094201401527,-2.7983441921005543,0
0.42195385304486943,0.20580406657528316,-0.05962640919515749,-1.2801051607133682,0.2775352304417814,0.7562561549540662,1.6479201652947455,-0.2724632452821234,0.1798767674776669,-0.10949729898154406,-0.6415406226354274,0.3852402894836703,0
-2.781869133799316,0.15535481775445936,1.0792690947176382,-0.4575513377321321,1.412752737090678,0.2694963397972949,2.1868064936580462,2.0829402955715692,0.182238049053578,1.0231699691644132,-1.304331202825269,-0.9449589399350313,1
0.6667965528475899,1.2129004106488561,-2.8953664435386957,0.23640370361302732,3.6716560981671735,-0.6083562730888665,-0.5354508891296973,-0.020958378088204332,2.310682697964708,1.6965055819068344,-3.669328652630075,5.626843668120638,1
-1.6996464315015012,-0.16877989148881256,0.9916167530159978,-0.24186700782236858,1.188506444839855,0.15109593269519883,0.6057362818942008,0.5791328414795741,-1.793826742908762,-0.8485912663189409,0.20960866011329313,-1.2686099586694275,1
-1.5711135494781623,-1.6693439152287,-1.084632276506702,-2.0655374220194664,-2.5719969458621317,0.2974460954405882,1.1430935490208658,-0.6162854731919925,-1.0397459234551163,-0.23143159124699456,1.5137496224002376,-1.2691075488534214,0
2.7804584988277528,1.4189476681242583,2.718108001646602,0.35143233591960654,1.7686280970318422,0.5141317538081593,0.24873507407220474,1.9330413892721738,-1.2489120951600126,-1.1030464474763466,-0.7515939081792624,-2.0237657632670083,0
4.009953600957527,1.1297142188100022,4.207199511790908,-0.06060278427239185,1.2585737696196366,1.6201698288405693,0.8755845824216522,-0.31036194792953364,1.6121968107652278,-0.009648332950788853,-1.0120297321877718,-0.7231322970698881,0
1.1872071620790283,0.0030706361332626386,0.9808105303465962,-0.7974454087449089,-1.6769602228327916,0.010635709111535219,-0.7600037772146541,2.347540744981808,-1.3165158817635705,-2.11370438994065,0.6295642135491625,-3.4695715584479982,0
-0.10921491941049877,-0.5336171066789372,-0.4796484880362737,0.007047352465617385,2.5870757763194545,-1.5219775016537365,-0.15765267908346337,3.9503138225865086,-3.7249671029515814,-1.9098951683450154,-0.8671329800678007,-1.1900851482874444,0
0.8951330273818805,0.6431778985941801,3.0807487963146496,0.3106410318030193,1.5126809300226496,-0.09761564829061486,1.4901637571597408,2.253280096976618,-2.2367191417424994,-1.2126912475312772,-0.01821413894168805,-3.467114905665989,0
0.22963001577220132,0.06013725145682425,-1.9261077917391458,-1.0731640245923013,5.80810918300919,-1.0713936921462877,1.1518238990681027,1.386112366905123,2.6600730171299003,-1.6235140518990299,-5.505032234852585,5.996747816955224,1
1.7110692375829744,1.0974389911360598,3.8794169451111054,0.8902779445168951,1.3195398636069913,-0.23909384308764348,0.6744495914161837,0.11988601347337058,-1.6132319018644488,-0.6284858594982461,0.5971669539557017,-3.5037948707800735,0
-1.870254258082233,1.8038579419497773,-1.790700109729046,1.0500342652484982,2.702980405399465,-0.7914836953613844,-0.5284719699897366,1.676611079258723,1.2909390857982874,0.396286310742314,-2.6937298488827315,2.2980889133183497,0
1.9103554201305304,1.1830029656494674,1.3198360159728568,-1.0697331177863523,-0.8321660920797065,-0.2608262108950009,1.88431684397651,-0.37455904818214614,0.37156876609654943,0.3513353510658065,-0.1596064500119912,-2.5424039786531627,0
-1.5474614451877637,0.1572202095150207,0.18813946406196114,0.726997277980808,1.35037471411896,-1.6370179441449189,-1.2294949804525739,-1.1932953237419694,0.35002061689710473,0.5574246050341775,-0.32408813590423236,0.03776326250410844,1
0.25543720798594294,1.8282561146768403,2.692792595609567,-1.0737329325210214,2.841726403690065,-1.819745791402023,0.9329363289683655,0.29524247909057055,-1.2489914506149915,-0.9222763573636026,-1.524362650134953,-3.8238004215012062,0
-1.8945155851268325,-0.5867042312665613,0.45107764242717363,0.5649685952664221,-2.886181804319129,-1.5867830881668157,0.41716602982283835,1.1141800197224672,-2.94521223427098,-0.11065268295254835,2.942501827496844,-5.278354448388118,1
0.7295259385621229,1.7342920092635628,3.2566589989758947,-0.19738772037970687,-0.22227666621701414,-0.5719392335763833,0.5631787896796314,-0.7964921002814878,-2.447353109372556,-0.634827360376867,1.4686485047501716,-5.615392029392112,0
-2.2352589699598377,1.9515551915779499,-2.302272529293709,-3.827555630001576,0.45358841020327634,-4.239263547917165,-0.7609740047478325,-0.08433668456624277,-1.227315422068651,0.8735284720697164,-1.9990037967912793,-4.477151911050913,0
-0.41071519693031144,1.505701711559392,0.3761200322867564,-1.6731875589847967,-3.4206994265596165,0.1818922195091739,2.1793453990456633,-0.9015931549270033,-0.08789775581842907,-0.013100404731853994,1.307576529851488,-4.376322357351695,1
0.5274821624166731,3.197811616956431,4.818093334517535,2.7297259906023106,2.140552879241448,0.22915113562741496,-1.8406723038164514,-0.31253612754214455,-3.812278346608033,1.7731100907860073,1.8075548824498784,-5.218179748243093,0
-4.480279567497723,-2.519596628490989,-4.139844253576724,2.362156557294643,-3.190651054896678,-2.12970347422758,-0.35929083956501795,-1.1398872212051772,-4.240022305234929,-0.2573912747977529,4.770891617657924,-0.43984865251337846,0
5.374255091833898,-0.70585351273228,0.5180055657639833,-0.1725163837164545,0.20127324825936632,1.7808889963969206,-0.18638426467569746,3.4383493406113472,0.7589544063563554,1.2591984473360178,-1.4120391711083182,1.995660173215182,0
0.3561512004329792,1.8509954343086594,0.01855790497404508,1.7620159076732729,-1.1694595528441671,-1.300162188649122,0.6252338684670721,-1.0784125386168864,-1.2020487657659054,0.6767172473503257,1.6707535817638703,-2.5675420957128017,1
1.6741630447803937,0.2325943458324412,2.0313948706531266,-1.0463415897117687,1.011067979233647,2.5734709936911244,-1.033031850654197,-3.7489449499004985,-2.6099131693671023,1.3280015142171002,1.6912638975188865,0.06980848174289817,0
-1.7480693487486958,0.04629450331358431,-1.1391746659001587,-0.21615720606572353,1.3873301202165895,-3.245027208888127,0.8503691928451103,1.5115160017453153,-2.738050274028996,1.6532963487951777,-0.32958561279631715,-2.453139854357028,1
2.4866054437560416,1.4016506650241032,1.5721893187381775,0.4047598325411079,-1.5457314088592575,0.4079561241217635,1.2969483728109685,-1.3861776886876087,-1.166083256220938,0.43630507079679137,1.776889721123807,-2.7977968832625235,0
0.6194447121735536,0.3180643284120872,0.4670488436187412,-0.1846874233118847,2.541690091282084,0.02106784554339658,1.34232645948319,-0.2116047772294538,0.2141048579477165,-1.0998032896442007,-1.486515238819887,1.5342019588204066,1
2.0397301589394745,1.6209109659524756,2.2595821183052767,-1.1360461084273654,1.1631360517271647,-0.8292280244817666,-0.5929573213751277,-1.737244548702905,0.28094921935206263,-0.2866701190637394,-0.8182240802104623,-2.2843768842029437,0
-1.0902695471443622,-0.7593195671934738,1.2254086288974297,-1.8575616404993305,5.054167966620104,-1.8210841567626268,-0.3364134337078333,3.063678537180483,0.4669944453481474,-0.09236886973581691,-4.226251147407649,0.4575197687701631,1
